syn350	#89b9e5	4.10
syn144	#1be516	3.90
syn25	#89b9e5	4.10
syn599	#e58989	1.10
syn416	#61e55e	3.30
syn910	#e58989	1.10
syn362	#61e55e	3.30
syn667	#61e55e	3.30
syn789	#e1e533	2.60
syn299	#61e55e	3.30
syn526	#e3e56d	2.30


syn199	#89b9e5	4.10
syn422	#e3e56d	2.30
syn658	#89b9e5	4.10
syn80	#7de57b	3.100
syn499	#e2e550	2.40

syn671	#e2e550	2.40
syn26	#e2e550	2.40
syn501	#1be516	3.90
syn648	#61e55e	3.30
syn234	#e1e516	2.70
syn649	#e2e550	2.40
syn148	#e2e550	2.40
syn662	#e2e550	2.40
syn391	#e3e56d	2.30
syn660	#e3e56d	2.30
syn661	#e2e550	2.40
syn873	#1be516	3.90
syn365	#e3e56d	2.30
syn363	#e2e550	2.40
syn668	#e2e550	2.40
syn430	#e58989	1.10
syn447	#e58989	1.10
syn353	#b789e5	6.10
syn512	#53e550	3.40
syn536	#61e55e	3.30
syn424	#b789e5	6.10
syn379	#e58989	1.10
syn406	#1be516	3.90
syn3	#53e550	3.40
syn859	#53e550	3.40
syn46	#53e550	3.40
syn452	#61e55e	3.30
syn6	#53e550	3.40
syn822	#e58989	1.10
syn604	#e55050	1.20
syn518	#e55050	1.20
syn388	#8be589	3.10
syn108	#e1e533	2.60
syn830	#e51616	1.25
syn795	#e55050	1.20
syn778	#e58989	1.10
syn817	#8be589	3.10
syn872	#53e550	3.40
syn645	#e3e589	2.170
syn82	#e55050	1.20
syn530	#e55050	1.20
syn359	#61e55e	3.30
syn797	#e55050	1.20
syn774	#e55050	1.20
syn852	#e55050	1.20
syn439	#e1e533	2.60
syn592	#53e550	3.40
syn543	#e3e56d	2.30
syn511	#e58989	1.10
syn481	#e58989	1.10
syn663	#e58989	1.10
syn538	#e3e56d	2.30
syn688	#1be516	3.90
syn602	#e55050	1.20
syn141	#61e55e	3.30
syn248	#e2e550	2.40
syn529	#61e55e	3.30
syn61	#61e55e	3.30
syn282	#61e55e	3.30
syn528	#61e55e	3.30
syn615	#e2e550	2.40
syn163	#61e55e	3.30
syn222	#61e55e	3.30
syn405	#61e55e	3.30
syn288	#61e55e	3.30
syn76	#61e55e	3.30
syn287	#61e55e	3.30
syn64	#61e55e	3.30
syn332	#61e55e	3.30
syn164	#b789e5	6.10
syn908	#e55050	1.20
syn791	#53e550	3.40
syn106	#e2e550	2.40
syn300	#61e55e	3.30
syn775	#e2e550	2.40
syn346	#e58989	1.10
syn314	#e58989	1.10
syn116	#e58989	1.10
syn875	#e55050	1.20
syn264	#e58989	1.10
syn906	#1be516	3.90
syn94	#e55050	1.20
syn539	#61e55e	3.30
syn227	#61e55e	3.30
syn835	#e2e550	2.40
syn169	#53e550	3.40
syn804	#e2e550	2.40
syn435	#e1e533	2.60
syn541	#e1e533	2.60
syn623	#e1e533	2.60
syn877	#e58989	1.10
syn286	#e55050	1.20
syn146	#e58989	1.10
syn325	#e55050	1.20
syn308	#53e550	3.40
syn475	#1be516	3.90
syn79	#61e55e	3.30
syn542	#61e55e	3.30
syn495	#61e55e	3.30
syn230	#61e55e	3.30
syn218	#61e55e	3.30
syn523	#61e55e	3.30
syn378	#53e550	3.40
syn97	#53e550	3.40
syn380	#53e550	3.40
syn697	#1be516	3.90
syn114	#1be516	3.90
syn115	#1be516	3.90
syn40	#53e550	3.40
syn613	#53e550	3.40
syn837	#53e550	3.40
syn535	#53e550	3.40
syn12	#53e550	3.40
syn126	#53e550	3.40
syn260	#53e550	3.40
syn519	#53e550	3.40
syn634	#53e550	3.40
syn60	#e55050	1.20
syn345	#e58989	1.10
syn117	#e55050	1.20
syn696	#e55050	1.20
syn601	#e55050	1.20
syn641	#61e55e	3.30
syn143	#e55050	1.20
syn827	#e55050	1.20
syn166	#e58989	1.10
syn401	#1be516	3.90
syn5	#e55050	1.20
syn196	#e58989	1.10

syn113	#1be516	3.90
syn372	#53e550	3.40
syn870	#e58989	1.10
syn138	#53e550	3.40
syn453	#1be516	3.90
syn7	#1be516	3.90
syn836	#e58989	1.10
syn652	#e58989	1.10
syn165	#e58989	1.10
syn818	#e58989	1.10
syn820	#e58989	1.10
syn878	#e55050	1.20
syn685	#e58989	1.10
syn876	#e55050	1.20
syn411	#61e55e	3.30
syn886	#e58989	1.10
syn706	#e58989	1.10
syn407	#e58989	1.10
syn373	#e51616	1.25
syn479	#53e550	3.40
syn239	#e55050	1.20
syn414	#e58989	1.10
syn389	#1be516	3.90
syn611	#e58989	1.10
syn691	#e55050	1.20
syn787	#53e550	3.40
syn879	#53e550	3.40
syn444	#53e550	3.40
syn779	#61e55e	3.30
syn426	#e58989	1.10
syn398	#8be589	3.10
syn33	#8be589	3.10
syn636	#8be589	3.10
syn803	#e2e550	2.40
syn303	#6fe56d	3.20
syn612	#6fe56d	3.20
syn440	#e58989	1.10
syn9	#e58989	1.10
syn415	#53e550	3.40
syn195	#e58989	1.10
syn412	#e55050	1.20
syn639	#53e550	3.40
syn34	#e2e550	2.40
syn399	#1be516	3.90
syn796	#e55050	1.20
syn326	#e55050	1.20
syn327	#e58989	1.10
syn805	#e58989	1.10
syn296	#e58989	1.10
syn773	#e58989	1.10
syn881	#e55050	1.20
syn609	#e58989	1.10
syn687	#e58989	1.10
syn693	#e55050	1.20
syn478	#e55050	1.20
syn371	#53e550	3.40
syn834	#53e550	3.40
syn643	#53e550	3.40
syn167	#53e550	3.40
syn168	#53e550	3.40
syn707	#53e550	3.40
syn642	#53e550	3.40
syn30	#53e550	3.40
syn427	#53e550	3.40
syn197	#53e550	3.40
syn10	#53e550	3.40
syn824	#53e550	3.40
syn8	#e58989	1.10
syn214	#e55050	1.20
syn250	#e55050	1.20
syn428	#e55050	1.20
syn127	#e58989	1.10
syn437	#e2e550	2.40
syn404	#e2e550	2.40
syn690	#61e55e	3.30
syn304	#e55050	1.20
syn516	#e55050	1.20
syn81	#61e55e	3.30
syn429	#53e550	3.40
syn790	#53e550	3.40
syn792	#53e550	3.40
syn42	#53e550	3.40
syn441	#53e550	3.40
syn799	#53e550	3.40
syn139	#1be516	3.90
syn445	#53e550	3.40
syn254	#61e55e	3.30
syn420	#e51616	1.25
syn616	#53e550	3.40
syn617	#53e550	3.40
syn419	#53e550	3.40
syn451	#53e550	3.40
syn684	#53e550	3.40
syn425	#53e550	3.40
syn11	#53e550	3.40
syn708	#53e550	3.40
syn154	#53e550	3.40
syn493	#53e550	3.40
syn147	#61e55e	3.30
syn240	#53e550	3.40
syn733	#53e550	3.40
syn133	#53e550	3.40
syn233	#6fe56d	3.20
syn825	#53e550	3.40
syn695	#53e550	3.40
syn95	#53e550	3.40
syn410	#53e550	3.40
syn257	#37e533	3.60
syn600	#37e533	3.60
syn360	#53e550	3.40
syn213	#6fe56d	3.20
syn221	#6fe56d	3.20
syn316	#53e550	3.40
syn771	#6fe56d	3.20
syn63	#6fe56d	3.20
syn614	#6fe56d	3.20
syn732	#6fe56d	3.20
syn823	#53e550	3.40
syn606	#53e550	3.40
syn729	#53e550	3.40
syn129	#53e550	3.40
syn262	#6fe56d	3.20
syn727	#6fe56d	3.20
syn109	#6fe56d	3.20
syn66	#53e550	3.40
syn710	#53e550	3.40
syn907	#53e550	3.40
syn77	#53e550	3.40
syn546	#53e550	3.40
syn728	#53e550	3.40
syn220	#53e550	3.40
syn831	#53e550	3.40
syn522	#53e550	3.40
syn813	#53e550	3.40
syn229	#53e550	3.40
syn390	#53e550	3.40
syn607	#61e55e	3.30
syn131	#6fe56d	3.20
syn504	#53e550	3.40
syn821	#53e550	3.40
syn263	#53e550	3.40
syn366	#53e550	3.40
syn403	#53e550	3.40
syn247	#53e550	3.40
syn377	#e1e516	2.70
syn772	#53e550	3.40
syn348	#53e550	3.40
syn151	#53e550	3.40
syn297	#53e550	3.40
syn913	#53e550	3.40
syn150	#53e550	3.40
syn285	#53e550	3.40

